ID,Distance,Elevation
1,0,14.763447002232326
2,2.7685515831101477,14.711631408309712
3,5.537103166220295,14.884746962397019
4,8.305654749330445,15.08741355256103
5,11.07420633244059,15.180733143408245
6,13.84275791555074,15.23599509146288
7,16.61130949866089,15.153224735581649
8,19.379861081771036,14.994562258965905
9,22.14841266488118,15.055962027435129
10,24.91696424799133,15.123587937802451
11,27.68551583110148,15.079574076304578
12,30.45406741421163,15.107413838247576
13,33.22261899732178,15.146561206257445
14,35.99117058043193,15.041329528524276
15,38.75972216354207,15.025205364324083
16,41.52827374665222,15.031244892500894
17,44.29682532976236,15.132308346093499
18,47.065376912872516,15.210257501130894
19,49.83392849598266,15.146115759559123
20,52.602480079092814,15.028187608405315
21,55.37103166220296,15.058906962962286
22,58.13958324531311,15.18646374934474
23,60.90813482842326,15.247900538951955
24,63.67668641153341,15.074104798284564
25,66.44523799464356,15.065728004761628
26,69.2137895777537,15.161695947957568
27,71.98234116086385,15.184662065183726
28,74.75089274397399,15.187800011444951
29,77.51944432708414,15.193583826918566
30,80.2879959101943,15.199592179506428
31,83.05654749330444,15.199426694335152
32,85.82509907641459,15.183911840164685
33,88.59365065952473,15.187700118063638
34,91.3622022426349,15.165546634347367
35,94.13075382574503,15.20865902166938
36,96.89930540885518,15.252368810770967
37,99.66785699196532,15.299179277064956
38,102.43640857507549,15.211282680131205
39,105.20496015818563,15.22239304887454
40,107.97351174129578,15.152015670286078
41,110.74206332440592,15.067656552998587
42,113.51061490751607,15.095082448099165
43,116.27916649062622,15.193860888926723
44,119.04771807373638,15.199998385654578
45,121.81626965684652,15.182872233068327
46,124.58482123995667,15.17394129734777
47,127.35337282306682,15.179395436281073
48,130.12192440617696,15.175126473907309
49,132.89047598928713,15.183477920678722
50,135.65902757239724,15.231451547883513
51,138.4275791555074,15.193039350536466
52,141.19613073861757,15.191046187290649
53,143.9646823217277,15.223765570885067
54,146.73323390483785,15.252894660233334
55,149.50178548794798,15.220714619157578
56,152.27033707105815,15.136186877161318
57,155.0388886541683,15.179187247875184
58,157.80744023727843,15.210460635339876
59,160.5759918203886,15.22661406630371
60,163.34454340349873,15.232928355718666
61,166.11309498660887,15.246211746623807
62,168.88164656971904,15.227723174388965
63,171.65019815282918,15.247707366094598
64,174.41874973593934,15.278923856903038
65,177.18730131904945,15.234307067434495
66,179.95585290215962,15.209581477641649
67,182.7244044852698,15.221905413316568
68,185.49295606837993,15.245226608525577
69,188.26150765149006,15.20972992866282
70,191.0300592346002,15.163410664677068
71,193.79861081771037,15.136188266099388
72,196.56716240082054,15.173114916311242
73,199.33571398393065,15.158073175781931
74,202.1042655670408,15.21368170645438
75,204.87281715015098,15.252141814360794
76,207.64136873326112,15.296635434857714
77,210.40992031637126,15.297218843923954
78,213.1784718994814,15.30771819533922
79,215.94702348259156,15.342661011553808
80,218.71557506570173,15.353326666125522
81,221.48412664881184,15.371646867472435
82,224.252678231922,15.247103289782668
83,227.02122981503214,15.140868397077625
84,229.78978139814228,15.214394962188099
85,232.55833298125245,15.262677613323413
86,235.3268845643626,15.277001855050116
87,238.09543614747275,15.19854043385148
88,240.86398773058286,15.322259592222743
89,243.63253931369303,15.361237028423826
90,246.4010908968032,15.303300909891146
91,249.16964247991334,15.312040089873426
