ID,Distance,Elevation
1,0,-0.3814269019856852
2,2.7262102413633382,-0.12256259853202822
3,5.4524204827266765,-0.021605405726613597
4,8.178630724090015,0.016412206123715828
5,10.904840965453353,-0.10755317063941705
6,13.631051206816691,-0.4092102446621776
7,16.35726144818003,-0.21174509870473107
8,19.08347168954337,-0.14627007445162998
9,21.809681930906706,-0.12414600673266356
10,24.535892172270042,-0.037853914262897234
11,27.262102413633382,-0.010834116991619135
12,29.988312654996722,-0.049606451642549
13,32.71452289636006,-0.07377403014642443
14,35.44073313772339,-0.14155695063802498
15,38.16694337908674,-0.13992363823502602
16,40.89315362045007,-0.10876020488058973
17,43.61936386181341,-0.11241707777172322
18,46.34557410317675,-0.11221169969235104
19,49.071784344540085,-0.1399522087020746
20,51.79799458590343,-0.05769056361227962
21,54.524204827266765,-0.06707422326451248
22,57.250415068630105,-0.11476699783008373
23,59.976625309993445,-0.06535190407361886
24,62.702835551356785,-0.08646912767818568
25,65.42904579272012,-0.01932716786532539
26,68.15525603408345,0.012861028517751186
27,70.88146627544678,-0.1394935348279179
28,73.60767651681013,-0.11457241961216093
29,76.33388675817348,-0.1732597218429632
30,79.06009699953681,-0.11605513618633952
31,81.78630724090014,-0.059198559998297845
32,84.51251748226348,-0.17751819840890568
33,87.23872772362682,-0.04598423380666255
34,89.96493796499017,-0.033223074022716466
35,92.6911482063535,-0.09723886989695332
36,95.41735844771684,-0.12479164872081436
37,98.14356868908017,-0.18223795468553833
38,100.86977893044352,-0.14980603001331708
39,103.59598917180686,-0.09868007429315667
40,106.3221994131702,-0.12785116206294955
41,109.04840965453353,-0.24687759015645186
42,111.77461989589686,-0.15470856326733645
43,114.50083013726021,-0.11204473721653121
44,117.22704037862354,-0.044418464108424136
45,119.95325061998689,-0.023708831996596843
46,122.67946086135022,-0.025549754244203055
47,125.40567110271357,-0.039770972272822
48,128.1318813440769,-0.0724367637918824
49,130.85809158544023,-0.14551448368201683
50,133.58430182680357,-0.1225170893410201
51,136.3105120681669,-0.11746750537929262
52,139.03672230953026,-0.05199242516822172
53,141.76293255089357,-0.04254372502622889
54,144.48914279225693,-0.09287364221462047
55,147.21535303362026,-0.1402030671585659
56,149.9415632749836,-0.27288747364699933
57,152.66777351634695,-0.2665245638613114
58,155.39398375771026,-0.10040282454948177
59,158.12019399907362,-0.0569812582044231
60,160.84640424043695,-0.012262145819024935
61,163.5726144818003,-0.058329041496453606
62,166.29882472316365,-0.09173435866140627
63,169.02503496452695,0.008898914386701953
64,171.7512452058903,-0.04677227478084521
65,174.47745544725365,-0.09493081693403416
66,177.20366568861698,-0.12690491867461892
67,179.92987592998034,-0.1637344057656571
68,182.65608617134365,-0.025333992895863806
69,185.382296412707,0.01919004873771449
70,188.1085066540703,-0.12442481189985563
71,190.83471689543367,0.024500058608391575
72,193.56092713679703,-0.16048108604534025
73,196.28713737816034,-0.09755533646667763
74,199.0133476195237,-0.020017830914368706
75,201.73955786088703,-0.02684903385223982
76,204.46576810225037,0.0026079951446717157
77,207.19197834361373,0.05589460537831515
78,209.91818858497703,0.022264856463416968
79,212.6443988263404,-0.033106884314746836
80,215.37060906770373,-0.11207675600487324
81,218.09681930906706,-0.12386011718097384
82,220.8230295504304,-0.044346474095618094
83,223.54923979179372,0.050271988889154476
84,226.27545003315709,0.013904771579739812
85,229.00166027452042,-0.06713248546256387
86,231.72787051588375,-0.12119986004236757
87,234.45408075724708,-0.005128222270510005
88,237.18029099861042,0.012766458501285917
89,239.90650123997378,-0.2405044381523298
90,242.6327114813371,-0.35767055431915523
91,245.35892172270044,-0.1376222601897396
92,248.08513196406375,-0.04891491931113111
93,250.81134220542714,-0.09358795913602153
94,253.53755244679047,-0.0931832143533745
95,256.2637626881538,-0.1479703390694025
96,258.98997292951714,-0.1257741896436
97,261.71618317088047,-0.2527117999456674
98,264.4423934122438,-0.33133705052242834
99,267.16860365360714,-0.18924561646810856
100,269.8948138949705,-0.22536018694335808
101,272.6210241363338,-0.3026306340767526
102,275.34723437769713,-0.35732160041060046
103,278.0734446190605,-0.29680375171875245
104,280.79965486042386,-0.3164236075457383
105,283.52586510178713,-0.3292794982390188
106,286.2520753431505,-0.19098788770614225
107,288.97828558451386,-0.07592181898835204
108,291.7044958258772,-0.02608596238603455
109,294.4307060672405,-0.054592153100394385
110,297.15691630860385,-0.0893774079429025
111,299.8831265499672,-0.3810417093719152
112,302.6093367913305,-0.4500741395351594
113,305.3355470326939,-0.22697791920325108
114,308.06175727405724,-0.39784535133756127
115,310.7879675154205,-0.315059915233874
116,313.5141777567839,-0.37481273304927154
117,316.24038799814724,-0.279359613220955
118,318.9665982395106,-0.043291357876102506
119,321.6928084808739,-0.35157984812822124
120,324.41901872223724,-0.36206340068308135
121,327.1452289636006,-0.16225310541978064
122,329.8714392049639,-0.10989268402780063
123,332.5976494463273,-0.04749626717519311
124,335.32385968769063,-0.1047104183775271
125,338.0500699290539,-0.1571898114358642
126,340.7762801704173,-0.10200395845092824
